Year,Documents,Citations
2012,1,0
2014,1,1
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,1
2020,0,2
2021,1,4
2022,0,9
2023,2,12
2024,3,44
2025,1,22
