Year,Documents,Citations
2009,1,0
2010,1,0
2012,1,0
2013,1,0
2014,1,1
2015,0,0
2016,0,1
2017,0,2
2018,1,2
2019,1,1
2020,0,8
2021,5,16
2022,3,46
2023,9,99
2024,7,164
2025,0,45
