Year,Documents,Citations
2010,1,0
2013,0,2
2014,0,1
2015,0,1
2016,1,4
2017,0,6
2018,1,4
2019,0,7
2020,0,5
2021,1,7
2022,2,10
2023,3,10
2024,6,14
2025,0,5
