Year,Documents,Citations
2013,1,0
2014,1,1
2015,0,1
2016,4,0
2017,0,3
2018,3,4
2019,2,4
2020,0,5
2021,0,4
2022,1,7
2023,0,7
2024,0,7
2025,0,1
