Year,Documents,Citations
2005,1,0
2008,0,3
2009,0,2
2010,0,1
2011,0,2
2012,0,2
2013,0,5
2014,0,1
2015,1,0
2016,2,2
2017,0,1
2018,2,14
2019,1,3
2020,0,9
2021,0,6
2022,0,3
2023,3,5
2024,4,3
2025,0,1
